speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,kW,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
28.2180205160824,51.2722918115004,608.75,11.0160235131569,1.52926522304282,1,4,1313.16884485468,36.04,4.95603050389673,10.453868735687,14.2812414421953,11.440236161836,97.7413130904408,0,5.57729009120553,1,29.2257104438238,1,1.2,252.768886345175,13.3787799619593,-0.290401017776452,-31.5809508209408,120.368848210195,0,2953.45386873569,
28.3941222730465,51.3041863237142,609,11.012387023271,1.5337169725101,1,4,1321.36401009095,36.04,4.98695987680602,10.5847559531504,14.4600491163257,11.1877784844717,97.7130332973625,0,5.64898509535124,1,29.4136764577619,1,1.2,255.320442559557,13.2917762498583,-0.285660660512235,-31.4498168516023,120.15602508677,0,2953.58475595315,
28.5695773018077,51.3358830245788,609.25,11.009179823177,1.53762084569951,1,4,1329.5290788388,36.04,5.01777566255921,10.7159723053532,14.6393064280781,10.9625974563972,97.6846823906758,0,5.72068009949695,1,29.6004671322242,1,1.2,257.839826932515,13.206670738607,-0.281172111118251,-31.3093380752919,119.949250409312,0,2953.71597230535,
28.7443440280676,51.3673850657358,609.5,11.0063450649132,1.54105293076071,1,4,1337.66211637455,36.04,5.04847055931557,10.8474774753751,14.8189582996927,10.7609037010438,97.6562690813472,0,5.79237510364265,1,29.7861045817827,1,1.2,260.327840566629,13.1233707854937,-0.276907475551378,-31.1599055183325,119.748850285984,0,2953.84747747537,
28.9183890870468,51.3986955732611,609.75,11.0038341994122,1.54407748508776,1,4,1345.76157001702,36.04,5.0790387071012,10.9792366527266,14.998957175856,10.5794972182807,97.627800890611,0,5.86407010778836,1,29.9706102382594,1,1.2,262.785255013403,13.144425822025,0.070419755023643,-31.0019140833827,119.55512563409,0,2953.97923665273,
29.0916859717463,51.4298176387845,610,11.0016056455225,1.54674899361515,1,4,1353.82620622239,36.04,5.10947545039832,11.1112196952936,15.1792618788163,10.4156648179596,97.5992843310418,0,5.93576511193406,1,30.1540048798654,1,1.2,265.212813708926,12.8810219508083,-0.88630328442027,-30.835761342642,119.368352969382,0,2954.11121969529,
29.2642139167452,51.460754312612,610.25,10.9996236934051,1.54911382631486,1,4,1361.85505863995,36.04,5.13977714210282,11.2434004334317,15.3598366576936,10.2670975304359,97.570725056913,0,6.00746011607977,1,30.3363086587599,1,1.2,267.66838571898,12.6474019104967,-0.790797147388696,-30.661846423399,119.188785206174,0,2954.24340043343,
29.4359569726242,51.491508598463,610.5,10.4643346405856,1.55121158208532,1,4,1369.84738503903,36.04,5.16994098096187,11.3757560893255,15.5406503952534,10.1318236472878,97.5421279896519,0,6.38910017869423,1,31.2891508104058,1,1.2,269.974669067899,12.1312315245449,-1.75758385932911,-30.4803961584865,119.016832226134,0,2954.37575608933,
29.628959558465,51.5220834495147,610.75,9.99340294090704,1.75346167049876,1,4,1378.82905625718,36.04,5.20383870607738,11.5254198573443,15.7451090947326,0,97.5097912918986,0,6.77820035738845,1,32.232121566868,1,1.2,272.14526819867,11.562626271249,-1.94748954898796,-30.2921719080546,118.852319166757,0,2954.52541985734,
29.8206293104818,51.5524591364578,611,9.57354959371886,1.75277016391596,1,4,1387.74870201001,36.04,5.2375023408858,11.6750180646712,15.9494782304252,0,97.477468759339,0,7.16730053608268,1,33.148759301039,1,1.2,274.195235933301,11.0211442290721,-1.86675175328636,-30.0978506094567,118.695052207723,0,2954.67501806467,
30.0109920212116,51.5826395860597,611.25,9.19688425449882,1.75207896024983,1,4,1396.60752259276,36.04,5.27093641542137,11.824550912636,16.1537580773716,0,97.4451603484734,0,7.55640071477691,1,34.0411916857412,1,1.2,276.137255068462,10.5339570932056,-1.6904359689289,-29.8980270531364,118.544836211316,0,2954.82455091264,
30.2000726522602,51.6126285980645,611.5,8.85706217008516,1.75138805857014,1,4,1405.40667963204,36.04,5.30414531377904,11.9740185957083,16.3579489012408,0,97.4128660172843,0,7.94550089347114,1,34.9112754099362,1,1.2,277.982110563461,10.1136299623052,-1.46775606382114,-29.6932268361276,118.401477517801,0,2954.97401859571,
30.3878953714028,51.6424298508748,611.75,8.54892339988194,1.75069745797837,1,4,1414.1472978123,36.04,5.33713328063039,12.1234213018451,16.5620509588048,0,97.3805857251613,0,8.33460107216536,1,35.7606421474794,1,1.2,279.744480275026,9.59017321661783,-1.83939455743719,-29.4839168065192,118.264785800525,0,2955.12342130185,
30.5744835875771,51.6720469069098,612,8.21353747066754,1.75000715760608,1,4,1422.83046650437,36.04,5.36990442736979,12.2727592128172,16.7660644983842,0,97.3483194328305,0,8.78178937224487,1,36.7130854490923,1,1.2,281.442244891983,9.10271217841063,-1.72356092689094,-29.2705011331761,118.134595441778,0,2955.27275921282,
30.7598599839173,51.7014832176629,612.25,7.6338437913245,1.74931715661342,1,4,1431.45724130264,36.04,5.40246273791609,12.4220325045146,16.9699897602659,0,97.3160671022887,0,9.56357874448975,1,38.3226790436989,1,1.2,282.996596933522,8.50739527891389,-2.11784148009417,-29.0533208138764,118.010784497558,0,2955.42203250451,
30.944046548958,51.7307421284795,612.5,7.14172726970791,1.7486274541877,1,4,1440.0286454773,36.04,5.4348120741932,12.5712413472336,17.173826977095,0,97.2838286967414,0,10.3453681167346,1,39.8689635308373,1,1.2,284.429812442247,8.00098804256322,-1.81246807558572,-28.8328610939355,117.892909689184,0,2955.57124134723,
31.1270646061327,51.7598268830728,612.75,6.71872859092865,1.74793804954209,1,4,1448.54567134702,36.04,5.46695618131103,12.7203859059462,17.3775763742435,0,97.2516041805442,0,11.1271574889795,1,41.3590428225155,1,1.2,285.759362108822,7.36443169174416,-2.29192324672387,-28.6095213544444,117.78058546344,0,2955.72038590595,
31.3089348416797,51.7887406277958,613,6.35123564914716,1.74724894191435,1,4,1457.0092815776,36.04,5.49889869246655,12.8694663405544,17.5812381701562,0,97.2193935191484,0,11.9089468612244,1,42.7987902660702,1,1.2,287.031263713075,6.93231330753122,-1.56504568366714,-28.3836348882323,117.673473329884,0,2955.86946634055,
31.4896773310569,51.8174864156852,613.25,5.6864328274847,1.74656013056566,1,4,1465.42041041126,36.04,5.53064313358328,13.0184828061277,17.7848125766772,0,97.1871966790494,0,13.4552417838332,1,45.5167331047557,1,1.2,288.147776024386,6.09359095831171,-3.05543195969358,-28.1554255960963,117.571401193734,0,2956.01848280613,
31.6693115639649,51.8460672102909,613.5,5.19015723988086,1.74587161477956,1,4,1473.77996483109,36.04,5.56219292770612,13.1674354531289,17.9882997993564,0,97.1550136277377,0,14.9104835676665,1,47.9389326527029,1,1.2,289.193991286994,5.51944024756284,-2.103682653362,-27.9252700824941,117.473794967553,0,2956.16743545313,
31.8478564680651,51.8744858893071,613.75,4.31396401756997,1.74518339386083,1,4,1482.08882566484,36.04,5.593551399167,13.3163244276249,18.1917000377389,0,97.122844333654,0,18.1417381695979,1,52.9376820466591,1,1.2,290.025233557797,4.78736571656818,-2.69761538076519,-27.6933698750646,117.380407041437,0,2956.31632442762,
32.0253304314756,51.9027452480147,614,3.90157399129509,1.74449546713458,1,4,1490.34784863177,36.04,5.62472177753598,13.4651498714868,18.3950134856377,0,97.090688766145,0,20.2834763391957,1,56.0166829960426,1,1.2,290.765143944573,4.25756457553931,-1.96326626958064,-27.4601388866724,117.290393071169,0,2956.46514987149,
32.201751324121,51.9308480025492,614.25,3.56793863409561,1.74380783394533,1,4,1498.55786533621,36.04,5.65570720137096,13.6139119225783,18.5982403313911,0,97.0585468954237,0,22.4252145087936,1,58.9434689126781,1,1.2,291.434160517508,3.82850668006081,-1.59880547266664,-27.225764679297,117.203398337881,0,2956.61391192258,
32.3771365180069,51.9587967930029,614.5,3.26500469754448,1.74312049365608,1,4,1506.71968421108,36.04,5.68651072177859,13.7626107149335,18.8013807581059,0,97.0264186925304,0,24.7735395252726,1,62.0032053424426,1,1.2,292.041463246485,3.4851403054444,-1.286540207374,-26.9903904545267,117.119146074311,0,2956.76261071493,
32.5515029064847,51.9865941863733,614.75,2.96798384530365,1.74243344564754,1,4,1514.8340914144,36.04,5.7171353057978,13.9112463789251,19.0044349438867,0,96.9943041292965,0,27.5470790505453,1,65.4448111684071,1,1.2,292.585226055371,3.14262509211788,-1.29034074477046,-26.7541362504051,117.037393263562,0,2956.91124637893,
32.7248669225671,52.0142426793656,615,2.72528998082043,1.74174668931734,1,4,1522.90185168159,36.04,5.74758383961657,14.0598190414231,19.2074030620534,0,96.9622031783101,0,30.3206185758179,1,66.3520600783177,1,1.2,293.083793678055,2.84785646016411,-1.11644779206268,-26.517116684324,116.957886212212,0,2957.05981904142,
32.8972445563514,52.0417447010585,615.25,2.44916036887995,1.74106022407928,1,4,1530.92370913634,36.04,5.77785913163209,14.2083288259456,19.4102852813464,0,96.9301158128836,0,34.0954810230938,1,66.3520600783177,1,1.2,293.526432182299,2.56158779235161,-1.09002840324106,-26.2794141172175,116.880444559504,0,2957.20832882595,
33.0686513716023,52.0691026154412,615.5,2.2093644773983,1.74037404936267,1,4,1538.90038806231,36.04,5.80796391536329,14.3567758528007,19.6130817661211,0,96.898042007023,0,38.1909620461876,1,66.3520600783177,1,1.2,293.919655806733,2.31843470392179,-0.930733663420066,-26.041120265685,116.804841536146,0,2957.3567758528,
33.239102521545,52.09631872383,615.75,2.01600878642944,1.73968816461163,1,4,1546.83259363806,36.04,5.83790085222456,14.5051602392216,19.8157926765323,0,96.8659817353986,0,42.2864430692814,1,66.3520600783177,1,1.2,294.27146970668,2.10720114451753,-0.812765965577738,-25.8023130845032,116.730875677994,0,2957.50516023922,
33.4086127639117,52.1233952671698,616,1.87936498581478,1.7390025692845,1,4,1554.72101263729,36.04,5.86767253416852,14.6534820994946,20.0184181687084,0,96.8339349733175,0,45.8248183920616,1,66.3520600783177,1,1.2,294.596090215898,1.94683940837631,-0.620206262244743,-25.5630561829863,116.65837753967,0,2957.65348209949,
33.5771964752872,52.1503344282286,616.25,1.75213589405215,1.73831726285323,1,4,1562.56631409641,36.04,5.89728148620541,14.8017415450797,20.2209583949176,0,96.8019016966973,0,49.6496367841231,1,66.3520600783177,1,1.2,294.894908368137,1.79427919440783,-0.593042530644417,-25.3233923272521,116.587236101659,0,2957.80174154508,
33.7448676647894,52.1771383336905,616.5,1.64310035194243,1.73763224480282,1,4,1570.3691499512,36.04,5.92673016880609,14.9499386847263,20.4234135037244,0,96.7698818820414,0,53.4744551761847,1,66.3520600783177,1,1.2,295.173961381265,1.6702302834506,-0.484644731968459,-25.0833606693879,116.517345548754,0,2957.94993868473,
33.9116399871262,52.2038090561524,616.75,1.52076784257216,1.73694751463083,1,4,1578.13015564442,36.04,5.95602098019506,15.0980736245819,20.6257836401392,0,96.7378755064153,0,58.3484957128933,1,66.3520600783177,1,1.2,295.427964161609,1.55297522466595,-0.460389517382831,-24.8429914301633,116.448624858849,0,2958.09807362458,
34.0775267550595,52.2303486160304,617,1.42917177962955,1.73626307184679,1,4,1585.84995070586,36.04,5.98515625853969,15.2461464682961,20.8280689457596,0,96.7058825474243,0,62.6969914257866,1,66.3520600783177,1,1.2,295.663836124637,1.44021265783279,-0.444938365206847,-24.602319877766,116.380970435075,0,2958.2461464683,
34.2425409513117,52.256758983381,617.25,1.34945191971225,1.7355789159718,1,4,1593.52913930641,36.04,6.01413828404129,15.394157317119,21.0302695589057,0,96.6739029831919,0,67.0454871386799,1,66.3520600783177,1,1.2,295.885908135736,1.35077411110128,-0.354632807172223,-24.3613718296838,116.314307359024,0,2958.39415731712,
34.4066952399428,52.2830420796407,617.5,1.25494480607933,1.73489504653806,1,4,1601.16831078751,36.04,6.04296928093342,15.542106269995,21.2323856147473,0,96.6419367923402,0,72.7874147320423,1,66.3520600783177,1,1.2,296.088771987466,1.26037625204451,-0.360172240371885,-24.1201671922896,116.248578663179,0,2958.54210627,
34.5700019772281,52.3091997792897,617.75,1.18870195699681,1.7342114630884,1,4,1608.76804016738,36.04,6.07165141939231,15.6899934236522,21.4344172454265,0,96.6099839539697,0,77.5748294640846,1,66.3520600783177,1,1.2,296.278785218966,1.18188384236289,-0.314236573969366,-23.878731331282,116.183704393033,0,2958.68999342365,
34.7324732220626,52.3352339114425,618,1.13015561179757,1.73352816517589,1,4,1616.32888862519,36.04,6.10018681736421,15.8378188726868,21.6363645801732,0,96.5780444476419,0,82.3622441961269,1,66.3520600783177,1,1.2,296.457476019645,1.12851746728814,-0.214661034085468,-23.6370816403384,116.119631162429,0,2958.83781887269,
34.8941207459162,52.3611462613707,618.25,1.07803739461328,1.73284515236347,1,4,1623.85140396433,36.04,6.12857754231393,15.9855827096442,21.8382277454156,0,96.546118253361,0,87.1496589281692,1,66.3520600783177,1,1.2,296.624546158887,1.06605134006329,-0.252444782676983,-23.3952332870795,116.05631188285,0,2958.98558270964,
35.0549560423648,52.3869385719594,618.5,1.05212221966309,1.73216242422353,1,4,1631.33612105598,36.04,6.15682561289877,16.1332850250964,22.0400068648857,0,96.514205351558,0,90.1213439650729,1,66.3520600783177,1,1.2,296.788541375452,1.02948998250603,-0.148443327598125,-23.1532013226627,115.993698081488,0,2959.1332850251,
35.214990336218,52.4126125451035,618.75,0.994219785992126,1.7314799803376,1,4,1638.78356226386,36.04,6.18493300057162,16.2809259077145,22.2417020597193,0,96.4823057230744,0,96.2426879301458,1,66.3520600783177,1,1.2,296.941822932608,0.957691220611277,-0.292854897109481,-22.9109911235908,115.931777290778,0,2959.28092590771,
35.374234592264,52.4381698430442,619,0.943238932778321,1.73079782029598,1,4,1646.19423785121,36.04,6.21290163111694,16.4285054443397,22.4433134485515,0,96.450419349147,0,102.364031895219,1,66.3520600783177,1,1.2,297.089447326142,0.900748954859607,-0.233318097215123,-22.6686161288651,115.870504696041,0,2959.42850544434,
35.5326995236524,52.4636120896503,619.25,0.847065054247433,1.73011594369743,1,4,1653.56864637085,36.04,6.24073338612296,16.5760237200494,22.6448411476084,0,96.4185462113938,0,115.009744848547,1,66.3520600783177,1,1.2,297.218978711711,0.824864950108327,-0.31233697707866,-22.4260840555083,115.809856787723,0,2959.57602372005,
35.6903955999314,52.4889408716474,619.5,0.786176395404744,1.72943435014886,1,4,1660.90727503927,36.04,6.26843010439342,16.7234808182213,22.8462852707941,0,96.3866862918,0,125.019489697094,1,66.3520600783177,1,1.2,297.337799092439,0.759212682754939,-0.271433871597447,-22.183415485005,115.749757336285,0,2959.72348081822,
35.8473330547584,52.5141577397955,619.75,0.734312454874094,1.72875303926503,1,4,1668.2106000954,36.04,6.29599358330161,16.8708768205941,23.0476459297734,0,96.3548395727051,0,135.029234545641,1,66.3520600783177,1,1.2,297.447539938667,0.711808472265124,-0.196858598179717,-21.9406227959801,115.690161260051,0,2959.87087682059,
36.003521893298,52.539264210021,620,0.68960473555955,1.72807201066827,1,4,1675.47908714493,36.04,6.32342558008995,17.0182118073258,23.2489232340517,0,96.3230060367898,0,145.038979394188,1,66.3520600783177,1,1.2,297.548606476555,0.662205353965134,-0.206895925827406,-21.6977164010522,115.63103032205,0,2960.01821180733,
36.1589718993254,52.564261764501,620.25,0.66307193814585,1.72739126398823,1,4,1682.71319149081,36.04,6.35072781311738,17.1654858570494,23.450117291051,0,96.2911856670646,0,152.148087439167,1,66.3520600783177,1,1.2,297.646231774404,0.623883841383912,-0.160536480339684,-21.4547060776797,115.572327948397,0,2960.16548585705,
36.3136926420469,52.5891518527066,620.5,0.619310399681363,1.72671079886158,1,4,1689.91335845075,36.04,6.37790196305737,17.3126990469254,23.6512282061823,0,96.259378446858,0,164.296174878333,1,66.3520600783177,1,1.2,297.736416726254,0.583551981877734,-0.169687725335095,-21.211596081247,115.514039719953,0,2960.31269904693,
36.4676934826528,52.613935892404,620.75,0.581572750782258,1.72603061493182,1,4,1697.08002366207,36.04,6.40494967404877,17.4598514526936,23.8522560829148,0,96.2275843598054,0,176.4442623175,1,66.3520600783177,1,1.2,297.819475059105,0.555727064620089,-0.117568344669415,-20.9683946358009,115.456134223867,0,2960.45985145269,
36.6209835806145,52.6386152706166,621,0.559349532203718,1.72535071184899,1,4,1704.21361337483,36.04,6.43187255480188,17.606943148721,24.0532010228429,0,96.1958033898389,0,185,1,66.3520600783177,1,1.2,297.896901788181,0.535293688919043,-0.0867030798445321,-20.7251095018811,115.398581342945,0,2960.60694314872,
36.7735718997385,52.6631913445503,621.25,0.564020516460308,1.7246710892695,1,4,1711.31454473351,36.04,6.45867217966167,17.7539742080487,24.2540631257496,0,96.1640355211772,0,185,1,66.3520600783177,1,1.2,297.974328517256,0.618182476114389,0.353192846046041,-20.4817468159592,115.341357278167,0,2960.75397420805,
36.9254672139886,52.6876654424827,621.5,0.568689576648044,1.72399174685585,1,4,1718.38322604796,36.04,6.48535008963036,17.9009447024363,24.454842489667,0,96.1322807383157,0,185,1,66.3520600783177,1,1.2,298.051755246322,0.381817454276508,-1.01135850947555,-20.238307022452,115.284462134034,0,2960.90094470244,
37.0766781130871,52.7120388646194,621.75,0.573356715007286,1.7233126842765,1,4,1725.42005705406,36.04,6.51190779335116,18.0478547024047,24.6555392109353,0,96.1005390260174,0,185,1,66.3520600783177,1,1.2,298.167895339929,0.391996387149403,0.0437335123419425,-19.9947905659171,115.227896014444,0,2961.0478547024,
37.2272130079038,52.7363128839168,622,0,1.72263390120561,1,4,1732.42542916456,36.04,6.53834676805483,18.1947042772771,24.8561533842584,0,100,0,0,1,0,1.2,1,298.167895339929,0.130665462383134,-1.12739922101266,-19.7511599301545,115.171823620898,0,2961.19470427728,
37.3770801356455,52.7604887468751,622.25,0,1.72195539732288,1,4,1739.39972571049,36.04,6.56466846047108,18.3414934952183,25.0566851027573,0,100,0,0,1,0,1.2,1,298.167895339929,0.0435551541277115,-0.377325523586293,-19.5075292943919,115.115751227353,0,2961.34149349522,
37.5262875648523,52.7845676743016,622.5,0,1.72127717231335,1,4,1746.34332217373,36.04,6.59087428770603,18.488222423272,25.2571344580218,0,100,0,0,1,0,1.2,1,298.167895339929,0.0145183847092372,-0.126281512839501,-19.2638986586293,115.059678833808,0,2961.48822242327,
37.6748432002099,52.8085508620455,622.75,0,1.72059922586726,1,4,1753.25658641096,36.04,6.61696563808755,18.6348911273971,25.4575015401599,0,100,0,0,1,0,1.2,1,298.167895339929,0.00483946156974572,-0.042261874101649,-19.0202680228666,115.003606440262,0,2961.6348911274,
37.8227547871877,52.8324394817066,623,0,1.71992155767986,1,4,1760.13987886947,36.04,6.64294387197976,18.7814996725025,25.6577864378449,0,100,0,0,1,0,1.2,1,298.167895339929,0.00161315385658191,-0.0141430588479699,-18.776637387104,114.947534046717,0,2961.7814996725,
37.9700299165083,52.8562346813176,623.25,0,1.71924416745124,1,4,1766.99355279516,36.04,6.66881032256802,18.9280481224802,25.8579892383609,0,100,0,0,1,0,1.2,1,298.167895339929,0.000537717952193969,-0.0047328615180943,-18.5330067513414,114.891461653172,0,2961.92804812248,
38.116676028457,52.8799375860027,623.5,0,1.71856705488619,1,4,1773.81795443312,36.04,6.69456629661593,19.0745365402371,26.0581100276463,0,100,0,0,1,0,1.2,1,298.167895339929,0.00017923931739799,-0.00158376348174412,-18.2893761155788,114.835389259626,0,2962.07453654024,
38.2627004170383,52.9035492986118,623.75,0,1.71789021969405,1,4,1780.61342322104,36.04,6.72021307519523,19.220964987726,26.2581488903361,0,100,0,0,1,0,1.2,1,298.167895339929,5.97464391326632E-05,-0.000529960073528897,-18.0457454798162,114.779316866081,0,2962.22096498773,
38.4081102339855,52.9270709003334,624,0,1.71721366158859,1,4,1787.38029197579,36.04,6.74575191439005,19.3673335259749,26.4581059098017,0,100,0,0,1,0,1.2,1,298.167895339929,1.99154797108877E-05,-0.000177330114088726,-17.8021148440535,114.723244472536,0,2962.36733352598,
38.5529124926296,52.9505034512846,624.25,0,1.71653738028782,1,4,1794.11888707348,36.04,6.77118404597647,19.5136422151152,26.6579811681901,0,100,0,0,1,0,1.2,1,298.167895339929,6.63849323696258E-06,-5.93346740253607E-05,-17.5584842082909,114.667172078991,0,2962.51364221512,
38.6971140716343,52.9738479910823,624.5,0,1.71586137551391,1,4,1800.82952862326,36.04,6.79651067807845,19.6598911144093,26.8577747464608,0,100,0,0,1,0,1.2,1,298.167895339929,2.21283107898753E-06,-1.98527904787352E-05,-17.3148535725283,114.611099685445,0,2962.65989111441,
38.8407217186017,52.9971055393928,624.75,0,1.71518564699306,1,4,1807.51253063514,36.04,6.82173299580119,19.8060802822766,27.0574867244215,0,100,0,0,1,0,1.2,1,298.167895339929,7.37610359662508E-07,-6.64234898762179E-06,-17.0712229367657,114.5550272919,0,2962.80608028228,
38.9837420535553,53.0202770964643,625,0,1.71451019445533,1,4,1814.16820118208,36.04,6.84685216184275,19.9522097763185,27.257117180763,0,100,0,0,1,0,1.2,1,298.167895339929,2.45870119887503E-07,-2.22233306690923E-06,-16.827592301003,114.498954898355,0,2962.95220977632,
39.1261815723041,53.0433636436399,625.25,0,1.71383501763459,1,4,1820.7968425565,36.04,6.87186931708499,20.0982796533434,27.456666193092,0,100,0,0,1,0,1.2,1,298.167895339929,8.19567066291676E-08,-7.4350540020977E-07,-16.5839616652404,114.442882504809,0,2963.09827965334,
39.2680466496936,53.0663661438542,625.5,0,1.71316011626836,1,4,1827.3987514216,36.04,6.89678558116451,20.244289969389,27.6561338379631,0,100,0,0,1,0,1.2,1,298.167895339929,2.73189022097225E-08,-2.48740678003939E-07,-16.3403310294778,114.386810111264,0,2963.24428996939,
39.409343542748,53.0892855421127,625.75,0,1.71248549009772,1,4,1833.9742189576,36.04,6.92160205302455,20.3902407797458,27.8555201909096,0,100,0,0,1,0,1.2,1,298.167895339929,9.10630073657418E-09,-8.32141902175735E-08,-16.0967003937152,114.330737717719,0,2963.39024077975,
39.5500783937082,53.1121227659559,626,0,1.71181113886721,1,4,1840.52353100311,36.04,6.94631981144856,20.5361321389782,28.054825326473,0,100,0,0,1,0,1.2,1,298.167895339929,3.03543357885806E-09,-2.78378723475543E-08,-15.8530697579525,114.274665324174,0,2963.53613213898,
39.6902572329697,53.1348787259073,626.25,0,1.71113706232471,1,4,1847.04696819181,36.04,6.97093991557617,20.6819641009456,28.2540493182317,0,100,0,0,1,0,1.2,1,298.167895339929,1.01181119295269E-09,-9.31242809179294E-09,-15.6094391221899,114.218592930628,0,2963.68196410095,
39.8298859819241,53.1575543159071,626.5,0,1.71046326022139,1,4,1853.54480608474,36.04,6.99546340540227,20.8277367188224,28.4531922388283,0,100,0,0,1,0,1.2,1,298.167895339929,3.37270397650895E-10,-3.1151448276741E-09,-15.3658084864273,114.162520537083,0,2963.82773671882,
39.9689704557086,53.1801504137319,626.75,0,1.70978973231154,1,4,1860.01731529823,36.04,7.01989130225992,20.9734500451174,28.6522541599964,0,100,0,0,1,0,1.2,1,298.167895339929,1.12423465883632E-10,-1.04203459449467E-09,-15.1221778506647,114.106448143538,0,2963.97345004512,
40.1075163658665,53.2026678814009,627,0,1.70911647835256,1,4,1866.4647616277,36.04,7.04422460928766,21.1191041316927,28.8512351525856,0,100,0,0,1,0,1.2,1,298.167895339929,3.74744886278773E-11,-3.48557780122569E-10,-14.878547214902,114.050375749992,0,2964.11910413169,
40.2455293229234,53.2251075655686,627.25,0,1.70844349810482,1,4,1872.88740616757,36.04,7.06846431188186,21.2646990297816,29.0501352865869,0,100,0,0,1,0,1.2,1,298.167895339929,1.24914962092924E-11,-1.16588666252218E-10,-14.6349165791394,113.994303356447,0,2964.26469902978,
40.3830148388801,53.2474702979054,627.5,0,1.70777079133161,1,4,1879.28550542723,36.04,7.09261137813469,21.4102347900062,29.2489546311559,0,100,0,0,1,0,1.2,1,298.167895339929,4.16383206976414E-12,-3.89966188512853E-11,-14.3912859433768,113.938230962902,0,2964.41023479001,
40.5199783296283,53.269756895466,627.75,0,1.70709835779904,1,4,1885.65931144352,36.04,7.1166667592583,21.5557114623936,29.4476932546361,0,100,0,0,1,0,1.2,1,298.167895339929,1.38794402325471E-12,-1.30432792928101E-11,-14.1476553076141,113.882158569357,0,2964.55571146239,
40.6564251172894,53.2919681610466,628,0,1.70642619727594,1,4,1892.0090718895,36.04,7.14063138999566,21.7011290963931,29.6463512245808,0,100,0,0,1,0,1.2,1,298.167895339929,4.62648007751571E-13,-4.36250567555539E-12,-13.9040246718515,113.826086175811,0,2964.70112909639,
40.7923604324811,53.3141048835303,628.25,0,1.70575430953386,1,4,1898.33503018001,36.04,7.16450618901862,21.8464877408911,29.8449286077747,0,100,0,0,1,0,1.2,1,298.167895339929,1.54216002583857E-13,-1.45906531899828E-12,-13.6603940360889,113.770013782266,0,2964.84648774089,
40.9277894165143,53.3361678382223,628.5,0,1.70508269434691,1,4,1904.6374255738,36.04,7.18829205931371,21.9917874442263,30.0434254702545,0,100,0,0,1,0,1.2,1,298.167895339929,5.1405334194619E-14,-4.87981241303647E-13,-13.4167634003263,113.713941388721,0,2964.99178744423,
41.0627171235212,53.3581577871746,628.75,0,1.70441135149176,1,4,1910.91649327269,36.04,7.21198988855606,22.1370282542047,30.2418418773288,0,100,0,0,1,0,1.2,1,298.167895339929,1.71351113982063E-14,-1.63200439751803E-13,-13.1731327645636,113.657868995175,0,2965.1370282542,
41.1971485225204,53.380075479501,629,0,1.70374028074751,1,4,1917.17246451757,36.04,7.2356005494719,22.2822102181135,30.4401778935977,0,100,0,0,1,0,1.2,1,298.167895339929,5.71170379940211E-15,-5.45794889609367E-14,-12.929502128801,113.60179660163,0,2965.28221021811,
41.3310884994177,53.4019216516823,629.25,0,1.70306948189569,1,4,1923.40556668155,36.04,7.25912490019013,22.4273333827346,30.6384335829708,0,100,0,0,1,0,1.2,1,298.167895339929,1.90390126646737E-15,-1.8252723886108E-14,-12.6858714930384,113.545724208085,0,2965.42733338273,
41.464541858948,53.4236970278622,629.5,0,1.70239895472014,1,4,1929.61602336035,36.04,7.28256378458327,22.5723977943581,30.8366090086859,0,100,0,0,1,0,1.2,1,298.167895339929,6.34633755489124E-16,-6.10402235225713E-15,-12.4422408572758,113.489651814539,0,2965.57239779436,
41.5975133265586,53.4454023201348,629.75,0,1.70172869900698,1,4,1935.80405445988,36.04,7.3059180325983,22.7174034987948,31.0347042333262,0,100,0,0,1,0,1.2,1,298.167895339929,2.11544585163041E-16,-2.04124384752724E-15,-12.1986102215131,113.433579420994,0,2965.71740349879,
41.7300075502363,53.4670382288233,630,0,1.70105871454455,1,4,1941.96987628135,36.04,7.32918846057756,22.8623505413885,31.2327193188368,0,100,0,0,1,0,1.2,1,298.167895339929,7.05148617210137E-17,-6.82596618247261E-16,-11.9549795857505,113.377507027449,0,2965.86235054139,
41.8620291022814,53.48860544275,630.25,0,1.70038900112334,1,4,1948.11370160376,36.04,7.35237587157029,23.0072389670284,31.4306543265416,0,100,0,0,1,0,1.2,1,298.167895339929,2.35049539070046E-17,-2.28256929764096E-16,-11.7113489499879,113.321434633904,0,2966.00723896703,
41.9935824810295,53.5101046394994,630.5,0,1.69971955853595,1,4,1954.23573976406,36.04,7.37548105563501,23.1520688201601,31.6285093171586,0,100,0,0,1,0,1.2,1,298.167895339929,7.83498463566819E-18,-7.63263560007663E-17,-11.4677183142253,113.265362240358,0,2966.15206882016,
