speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,kW,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
46.4105353738079,26.0372918437094,284.75,1.07880305918356,1.67602363999162,1,4,2159.78541411778,36.04,8.15124607637445,28.2785482035753,38.6318964529717,0,93.8900718706454,0,154.058613774585,1,66.3520600783177,1,1.2,-57.9863897493606,0.806834308554981,-0.213291812891354,148.00550799968,119.776639861402,0,2971.27854820358,
46.5274954413481,26.0566839923401,285,1.02558664101007,1.67536399749874,1,4,2165.22833016847,36.04,8.17178818570265,28.4212584084257,38.8268557492154,0,93.8592375757345,0,162.870336529502,1,66.3520600783177,1,1.2,-57.8965996185799,0.757480345335566,-0.26651687963733,148.252350796852,119.737034038432,0,2971.42125840843,
46.6441155799268,26.0760273933004,285.25,0.987529656770512,1.67470461916428,1,4,2170.65542710381,36.04,8.192270592108,28.5639114746187,39.021736987184,0,93.8284156263333,0,169.995950929289,1,66.3520600783177,1,1.2,-57.8089239185123,0.718253311160767,-0.212364176355997,148.499255360485,119.697815099218,0,2971.56391147462,
46.7603983600423,26.0953224316737,285.5,0.912008079655618,1.6740455048333,1,4,2176.06682454587,36.04,8.21269374705615,28.7065074354967,39.2165402124272,0,93.7976060152376,0,184.991901858579,1,66.3520600783177,1,1.2,-57.7285907780757,0.669798872769222,-0.26297625455171,148.746219652463,119.658974025911,0,2971.7065074355,
46.8763463192182,26.1145694875492,285.75,0.847810691847996,1.67338665435177,1,4,2181.46264058221,36.04,8.23305809622136,28.8490463242204,39.4112654702464,0,93.7668087352829,0,199.987852787868,1,66.3520600783177,1,1.2,-57.6544686755629,0.619813548501108,-0.271961122302119,148.993238162599,119.620479253396,0,2971.84904632422,
46.9919619625964,26.1337689361127,286,0.792567776378999,1.67272806756645,1,4,2186.84299179343,36.04,8.25336407959051,28.9915281737721,39.6059128056996,0,93.7360237793427,0,214.983803717157,1,66.3520600783177,1,1.2,-57.5856683994235,0.582927455368414,-0.201188207432314,149.240306267898,119.582304074276,0,2971.99152817377,
47.1072477635154,26.1529211477339,286.25,0.744527690843557,1.67206974432497,1,4,2192.20799328015,36.04,8.27361213156478,29.1339530169595,39.8004822636059,0,93.7052511403287,0,229.979754646447,1,66.3520600783177,1,1.2,-57.5227196224744,0.55458196845805,-0.154986406098663,149.487420037244,119.544425599581,0,2972.13395301696,
47.2222061640759,26.1720264880526,286.5,0.732183069018415,1.67141168447574,1,4,2197.55775868925,36.04,8.29380268105894,29.2763208864187,39.9949738885501,0,93.6744908111894,0,235,1,66.3520600783177,1,1.2,-57.4617666655471,0.540209198615984,-0.0787796978825847,149.734575273649,119.506818642471,0,2972.27632088642,
47.3368395756934,26.191085318063,286.75,0.735742179214253,1.67075388786796,1,4,2202.89240023967,36.04,8.31393615159838,29.4186318146175,40.1893877248873,0,93.6437427849096,0,235,1,66.3520600783177,1,1.2,-57.4008137086258,0.536280907148971,-0.021584206388245,149.981770377591,119.469474637695,0,2972.41863181462,
47.4511503796381,26.2100979941958,287,0.739299866151506,1.67009635435162,1,4,2208.21202874745,36.04,8.33401296141401,29.560885833859,40.3837238167472,0,93.61300705451,0,235,1,66.3520600783177,1,1.2,-57.3398607516926,0.625314272945316,0.49038610864561,150.22900506931,119.432393627516,0,2972.56088583386,
47.5651409275629,26.229064868398,287.25,0.742856130634003,1.66943908377747,1,4,2213.51675365037,36.04,8.35403352353493,29.7030829762842,40.5779822080385,0,93.5822836130461,0,235,1,66.3520600783177,1,1.2,-57.2789077947653,0.386974382663232,-1.31592030819179,150.476279069004,119.3955756539,0,2972.70308297628,
47.6788135420195,26.2479862882119,287.5,0.746410973461603,1.66878207599701,1,4,2218.80668303193,36.04,8.37399824587905,29.8452232738755,40.7721629424529,0,93.5515724536076,0,235,1,66.3520600783177,1,1.2,-57.1874783593786,0.39743923737516,0.0579172722539644,150.723592096823,119.359020758515,0,2972.84522327388,
47.7921705169625,26.2668625968517,287.75,0,1.66812533086245,1,4,2224.08192364483,36.04,8.39390753134175,29.9873067584593,40.966266063469,0,100,0,0,1,0,1.2,1,-57.1874783593786,0.13247974579172,-1.46991096642184,150.970963153683,119.322860556248,0,2972.98730675846,
47.9052141182431,26.2856941332784,288,0,1.66746884822676,1,4,2229.34258093393,36.04,8.41376177788246,30.1293334617091,41.1602916143567,0,100,0,0,1,0,1.2,1,-57.1874783593786,0.0441599152639067,-0.491135232703682,151.218334210542,119.28670035398,0,2973.12933346171,
48.0179465840913,26.3044812322731,288.25,0,1.66681262794359,1,4,2234.58875905869,36.04,8.43356137860941,30.2713034151481,41.3542396381805,0,100,0,0,1,0,1.2,1,-57.1874783593786,0.0147199717546356,-0.164098974296306,151.465705267402,119.250540151713,0,2973.27130341515,
48.1303701255877,26.3232242245088,288.5,0,1.66615666986728,1,4,2239.82056091514,36.04,8.45330672186249,30.4132166501524,41.5481101778038,0,100,0,0,1,0,1.2,1,-57.1874783593786,0.00490665725154519,-0.0548283795219378,151.713076324262,119.214379949445,0,2973.41321665015,
48.242486927125,26.3419234366206,288.75,0,1.66550097385287,1,4,2245.03808815733,36.04,8.47299819129426,30.5550731979531,41.7419032758921,0,100,0,0,1,0,1.2,1,-57.1874783593786,0.00163555241718173,-0.0183189160685695,151.960447381122,119.178219747178,0,2973.55507319795,
48.3542991468589,26.3605791912744,289,0,1.66484553975605,1,4,2250.24144121837,36.04,8.4926361659493,30.6968730896393,41.9356189749171,0,100,0,0,1,0,1.2,1,-57.1874783593786,0.000545184139060576,-0.00612052962714305,152.207818437982,119.14205954491,0,2973.69687308964,
48.4658089171507,26.3791918072337,289.25,0,1.66419036743319,1,4,2255.43071933093,36.04,8.51222102034166,30.8386163561608,42.1292573171595,0,100,0,0,1,0,1.2,1,-57.1874783593786,0.000181728046353525,-0.00204490508525646,152.455189494842,119.105899342643,0,2973.83861635616,
48.5770183449981,26.3977615994255,289.5,0,1.66353545674128,1,4,2260.60602054741,36.04,8.53175312453086,30.98030302833,42.3228183447131,0,100,0,0,1,0,1.2,1,-57.1874783593786,6.05760154511751E-05,-0.000683206945844629,152.702560551702,119.069739140375,0,2973.98030302833,
48.6879295124592,26.4162888790047,289.75,0,1.66288080753796,1,4,2265.76744175955,36.04,8.55123284419606,31.1219331368249,42.5163020994876,0,100,0,0,1,0,1.2,1,-57.1874783593786,2.01920051503917E-05,-0.000228258209813148,152.949931608562,119.033578938108,0,2974.12193313682,
48.7985444770654,26.4347739534166,290,0,1.66222641968147,1,4,2270.91507871774,36.04,8.57066054070876,31.2635067121915,42.7097086232124,0,100,0,0,1,0,1.2,1,-57.1874783593786,6.7306683834639E-06,-7.62597898392625E-05,153.197302665422,118.99741873584,0,2974.26350671219,
48.9088652722266,26.4532171264588,290.25,0,1.6615722930307,1,4,2276.04902604983,36.04,8.59003657120393,31.4050237848454,42.903037957439,0,100,0,0,1,0,1.2,1,-57.1874783593786,2.2435561278213E-06,-2.54776819329906E-05,153.444673722281,118.961258533573,0,2974.40502378485,
49.0188939076278,26.4716186983413,290.5,0,1.6609184274451,1,4,2281.16937727958,36.04,8.60936128864963,31.546484385075,43.096290143545,0,100,0,0,1,0,1.2,1,-57.1874783593786,7.478520426071E-07,-8.5117601113077E-06,153.692044779141,118.925098331306,0,2974.54648438508,
49.1286323696167,26.4899789657455,290.75,0,1.66026482278473,1,4,2286.27622484474,36.04,8.62863504191514,31.6878885430431,43.2894652227365,0,100,0,0,1,0,1.2,1,-57.1874783593786,2.49284014202367E-07,-2.8436362442748E-06,153.939415836001,118.888938129038,0,2974.68788854304,
49.2380826215841,26.5082982218817,291,0,1.65961147891023,1,4,2291.3696601147,36.04,8.64785817583768,31.8292362887895,43.4825632360512,0,100,0,0,1,0,1.2,1,-57.1874783593786,8.30946714007889E-08,-9.50000761618948E-07,154.186786892861,118.852777926771,0,2974.82923628879,
49.3472466043355,26.5265767565459,291.25,0,1.6589583956828,1,4,2296.44977340782,36.04,8.66703103128777,31.9705276522325,43.6755842243614,0,100,0,0,1,0,1.2,1,-57.1874783593786,2.7698223800263E-08,-3.17372400675592E-07,154.434157949721,118.816617724503,0,2974.97052765223,
49.4561262364553,26.5448148561752,291.5,0,1.6583055729642,1,4,2301.51665400837,36.04,8.68615394523318,32.1117626631717,43.8685282283766,0,100,0,0,1,0,1.2,1,-57.1874783593786,9.23274126675432E-09,-1.0602534520494E-07,154.681529006581,118.780457522236,0,2975.11176266317,
49.5647234146637,26.5630128039016,291.75,0,1.65765301061676,1,4,2306.57039018314,36.04,8.70522725080156,32.2529413512895,44.0613952886468,0,100,0,0,1,0,1.2,1,-57.1874783593786,3.07758042225144E-09,-3.54197597470991E-08,154.928900063441,118.744297319968,0,2975.25294135129,
49.673040014166,26.5811708796054,292,0,1.65700070850331,1,4,2311.61106919767,36.04,8.72425127734183,32.3940637461531,44.2541854455644,0,100,0,0,1,0,1.2,1,-57.1874783593786,1.02586014075048E-09,-1.18325118232756E-08,155.176271120301,118.708137117701,0,2975.39406374615,
49.7810778889949,26.599289359967,292.25,0,1.65634866648726,1,4,2316.63877733222,36.04,8.74322635048429,32.535129877217,44.4468987393675,0,100,0,0,1,0,1.2,1,-57.1874783593786,3.4195338025016E-10,-3.95279002735089E-09,155.423642177161,118.671976915433,0,2975.53512987722,
49.8888388723453,26.6173685185181,292.5,0,1.65569688443252,1,4,2321.65359989733,36.04,8.76215279219944,32.676139773824,44.6395352101421,0,100,0,0,1,0,1.2,1,-57.1874783593786,1.13984460083387E-10,-1.32046242236754E-09,155.67101323402,118.635816713166,0,2975.67613977382,
49.9963247769032,26.6354086256912,292.75,0,1.65504536220349,1,4,2326.65562124911,36.04,8.78103092085571,32.8170934652078,44.8320948978248,0,100,0,0,1,0,1.2,1,-57.1874783593786,3.79948200277956E-11,-4.41106941432489E-10,155.91838429088,118.599656510898,0,2975.81709346521,
50.1035373951674,26.6534099488688,293,0,1.65439409966513,1,4,2331.64492480424,36.04,8.79986105127598,32.9579909804942,45.0245778422052,0,100,0,0,1,0,1.2,1,-57.1874783593786,1.26649400092652E-11,-1.473524366284E-10,156.16575534774,118.563496308631,0,2975.95799098049,
50.2104784997643,26.671372752431,293.25,0,1.65374309668284,1,4,2336.62159305463,36.04,8.81864349479291,33.0988323487036,45.2169840829284,0,100,0,0,1,0,1.2,1,-57.1874783593786,4.22164666975506E-12,-4.92228068884691E-11,156.4131264046,118.527336106363,0,2976.0988323487,
50.3171498437576,26.6892972978026,293.5,0,1.65309235312255,1,4,2341.58570758176,36.04,8.83737855930323,33.2396175987518,45.409313659497,0,100,0,0,1,0,1.2,1,-57.1874783593786,1.40721555658502E-12,-1.6442622719954E-11,156.66049746146,118.491175904096,0,2976.23961759875,
50.4235531609506,26.7071838434992,293.75,0,1.65244186885065,1,4,2346.53734907084,36.04,8.85606654932096,33.3803467594525,45.601566611274,0,100,0,0,1,0,1.2,1,-57.1874783593786,4.69071852195007E-13,-5.49251826806218E-12,156.90786851832,118.455015701828,0,2976.38034675945,
50.5296901661834,26.7250326451718,294,0,1.65179164373401,1,4,2351.47659732457,36.04,8.87470776602948,33.5210198595186,45.7937429774844,0,100,0,0,1,0,1.2,1,-57.1874783593786,1.56357284065002E-13,-1.83471101295884E-12,157.15523957518,118.418855499561,0,2976.52101985952,
50.6355625556233,26.7428439556517,294.25,0,1.65114167763997,1,4,2356.40353127671,36.04,8.89330250733268,33.6616369275636,45.9858427972181,0,100,0,0,1,0,1.2,1,-57.1874783593786,5.21190946883341E-14,-6.12857637735121E-13,157.40261063204,118.382695297294,0,2976.66163692756,
50.7411720070507,26.760618024993,294.5,0,1.65049197043632,1,4,2361.31822900533,36.04,8.911851067905,33.8021979921037,46.1778661094313,0,100,0,0,1,0,1.2,1,-57.1874783593786,-0.0640644966496707,-0.377449770910366,157.6499816889,118.346535095026,0,2976.8021979921,
50.846520180138,26.7783551005157,294.75,0,1.64984252199131,1,4,2366.22076774584,36.04,8.93035373924061,33.9427030815589,46.3698129529493,0,100,0,0,1,0,1.2,1,-57.1874783593786,0.103339672315083,0.988354791495997,157.897352745759,118.310374892759,0,2976.94270308156,
50.9516087167244,26.796055426847,295,0,1.64919333217362,1,4,2371.11122390374,36.04,8.9488108097015,34.0831522242546,46.561683366468,0,100,0,0,1,0,1.2,1,-57.2078896843237,0.102293607202718,-0.00618879450896697,158.144723802619,118.274214690491,0,2977.08315222425,
51.0564392410844,26.8137192459622,295.25,0.57323750499591,1.64854440085238,1,4,2375.98967306714,36.04,8.96722256456473,34.2235454484232,46.7534773885562,0,92.6055821000341,0,350.882289118091,1,66.3520600783177,1,1.2,-57.168243223215,0.298768624851815,1.16479995640663,158.392081956666,118.237966366628,0,2977.22354544842,
51.1610133601917,26.8313467972246,295.5,0.608756006161306,1.64789572789714,1,4,2380.85619001901,36.04,8.98558928606875,34.3638827822055,46.9451950576578,0,92.5752604931007,0,331.764578236181,1,66.3520600783177,1,1.2,-57.1263882273776,0.380547718645521,0.485823955266595,158.639465133307,118.201889213785,0,2977.36388278221,
51.2653326639772,26.848938317425,295.75,0.64861722334178,1.64724731317788,1,4,2385.71084874923,36.04,9.00391125345876,34.5041642536522,47.1368364120931,0,92.544950955912,0,312.646867354272,1,66.3520600783177,1,1.2,-57.0820651164508,0.426147778812514,0.271450510230152,158.886874597832,118.165992785921,0,2977.50416425365,
51.3693987255833,26.86649404082,296,0.69366968734424,1.646599156565,1,4,2390.5537224664,36.04,9.0221887430313,34.644389890725,47.3284014900614,0,92.5146534824265,0,293.529156472363,1,66.3520600783177,1,1.2,-57.0349659308906,0.464589662716982,0.229305542030088,159.134311756349,118.130287760965,0,2977.64438989073,
51.4732131016125,26.8840141991697,296.25,0.744998390927499,1.6459512579293,1,4,2395.3848836094,36.04,9.04042202817795,34.7845597212982,47.5198903296423,0,92.4843680666215,0,274.411445590453,1,66.3520600783177,1,1.2,-56.9847216000279,0.499309601427278,0.207524578656473,159.381778180992,118.094786150423,0,2977.7845597213,
51.5767773323711,26.9014990217749,296.5,0.804013326251851,1.64530361714199,1,4,2400.20440385874,36.0399843691167,9.0586074506241,34.92467377316,47.7113029687979,0,92.4540914297624,0,255.293734708544,1,66.3520600783177,1,1.2,-56.9301184589935,0.531405882833882,0.192230416347307,159.629275641543,118.059501564178,0,2977.92467377316,
51.6800928875579,26.9189487355133,296.75,0.850530769540647,1.64465536569228,1,4,2405.01235160911,36.039616702524,9.07666052055763,35.0647319999887,47.9026393442469,0,92.4237528241224,0,242.298954366521,1,66.3520600783177,1,1.2,-56.8719719354266,0.56050829678073,0.174650295563023,159.876806614981,118.024452860292,0,2978.06473199999,
51.7831600498212,26.9363635648937,297,0.88195811635555,1.64398781463718,1,4,2409.80874001398,36.0392499198813,9.09466981811267,35.2047327622704,48.0938972162164,0,92.3934262022139,0,234.597908733042,1,66.3520600783177,1,1.2,-56.8119506745037,0.583799295115198,0.140054638997675,160.124373029329,117.989655380897,0,2978.20473276227,
51.8859803232121,26.9537437324836,297.25,0.915517309847068,1.64332057819964,1,4,2414.59363906668,36.0388840158361,9.11263560875339,35.3446760924516,48.2850766290323,0,92.3631115584893,0,226.896863099564,1,66.3520600783177,1,1.2,-56.7499298874604,0.606090099240927,0.134307539751487,160.371975759769,117.95511726347,0,2978.34467609245,
51.9885551962716,26.9710894585235,297.5,0.951433046527408,1.6426536559324,1,4,2419.36711803873,36.0385189850912,9.13055815520611,35.4845620228699,48.4761776268714,0,92.3328088874164,0,219.195817466085,1,66.3520600783177,1,1.2,-56.6857719122657,0.629085026990228,0.138825160581736,160.619615730615,117.920847188118,0,2978.48456202287,
52.0908861422551,26.988400960961,297.75,0.989962749919871,1.64198704739175,1,4,2424.12924549036,36.0381548224037,9.14843771749899,35.6243905857551,48.6672002537638,0,92.3025181834781,0,211.494771832606,1,66.3520600783177,1,1.2,-56.6193243824361,0.659265481957277,0.182565890220556,160.867293919732,117.886854433623,0,2978.62439058576,
52.1929746193527,27.0056784554836,298,1.03140275407128,1.6413207521375,1,4,2428.88008928065,36.0377915225844,9.16627455300084,35.7641618132311,48.8581445535944,0,92.2722394411722,0,203.793726199127,1,66.3520600783177,1,1.2,-56.550418058727,0.673799975233645,0.0880942879014682,161.115011363525,117.853148941448,0,2978.76416181323,
52.2948220709054,27.0229221555517,298.25,1.07609594411556,1.64065476973294,1,4,2433.6197165777,36.037429080497,9.18406891645936,35.9038757373169,49.049010570105,0,92.241972655011,0,196.092680565648,1,66.3520600783177,1,1.2,-56.4770646885142,0.696520039709937,0.137977323826023,161.36276916257,117.819741389202,0,2978.90387573732,
52.3964299256174,27.0401322724306,298.5,1.07121431549237,1.63998909974477,1,4,2438.34819386846,35.923642252138,9.17285869365057,36.0435323899282,49.2397983468965,0,92.1871271123516,0,197.752519109058,1,66.3520600783177,1,1.2,-56.4050473379571,0.703424467492576,0.0420119161147053,161.610569529118,117.786651058072,0,2979.04353238993,
52.4974099425337,27.0573090152216,298.75,1.08770919309817,1.6330223395809,1,4,2443.04745376487,35.8006998906412,9.15908391027588,36.1825946796332,49.4297741525043,0,92.1300501518148,0,195.505038218116,1,66.3520600783177,1,1.2,-56.3322069900041,0.712093603769475,0.052852268853349,161.858411292082,117.753872223214,0,2979.18259467963,
52.5977345296854,27.0744527181392,299,1.10456833763059,1.62554968488196,1,4,2447.71621223237,35.6785555096311,9.14527870905566,36.3210195054067,49.6188791057469,0,92.0728962576299,0,193.257557327174,1,66.3520600783177,1,1.2,-56.2585246192018,0.721494084776958,0.0574214377045795,162.106294526217,117.721408497012,0,2979.32101950541,
52.6974103580088,27.091563721266,299.25,1.12180473194692,1.6181243077711,1,4,2452.3547797132,35.5572009872964,9.13144450102219,36.4588109181007,49.8071187405747,0,92.0156657740663,0,191.010076436232,1,66.3520600783177,1,1.2,-56.1839805327619,0.73277547278837,0.0690423688903791,162.354219303308,117.689263575452,0,2979.4588109181,
52.7964439947036,27.1086423593601,299.5,1.13943197595651,1.61074573832001,1,4,2456.96346182208,35.4366283281238,9.11758266514093,36.5959729279774,49.9944985354882,0,91.9583590455156,0,188.76259554529,1,66.3520600783177,1,1.2,-56.1085543389416,0.74141664628842,0.052984410576924,162.602185691953,117.657441241049,0,2979.59597292798,
52.8948419054654,27.1256889619701,299.75,1.15746432381749,1.6034135138045,1,4,2461.54255945004,35.3168296601812,9.10369454911078,36.7325095053386,50.1810239143969,0,91.9009764165056,0,186.515114654348,1,66.3520600783177,1,1.2,-56.0317680210514,0.747689508714299,0.0385351047458078,162.850193757331,117.62594536592,0,2979.73250950534,
52.992610456655,27.1427038535471,300,1.16209357336055,1.59612717855061,1,4,2466.09236886547,35.1977972324747,9.08978147014067,36.8684245811411,50.3667002474605,0,91.8435182317135,0,186.459504789288,1,66.3520600783177,1,1.2,-55.9546490264126,0.749852071232369,0.0133096949986032,163.098243809921,117.594781892956,0,2979.86842458114,
53.0897559174108,27.1596873535529,300.25,1.15729943457753,1.58888628378499,1,4,2470.61318181232,35.0795234123791,9.07584471570323,37.0037220475991,50.5515328519113,0,91.7859848359795,0,187.919009578576,1,66.3520600783177,1,1.2,-55.878131270744,0.74761045662119,-0.01382172891775,163.346335583517,117.563952318586,0,2980.0037220476,
53.1862844617017,27.1766397765665,300.5,1.15256014346151,1.58169038748929,1,4,2475.1052856057,34.9620006831364,9.06188554426658,37.1384057587732,50.7355269928595,0,91.7283765743192,0,189.378514367864,1,66.3520600783177,1,1.2,-55.8022054521388,0.743940531511564,-0.0226701314897255,163.594468308632,117.533454094857,0,2980.13840575877,
53.2822021703258,27.1935614323864,300.75,1.14787455914428,1.57453905425857,1,4,2479.56896322487,34.8452216414237,9.04790518600464,37.2724795311476,50.9186878840815,0,91.6706937919364,0,190.838019157152,1,66.3520600783177,1,1.2,-55.7268624829128,0.739833399016883,-0.0254170108212042,163.842641231034,117.503284712228,0,2980.27247953115,
53.3775150328553,27.210452626131,301,1.14324157426242,1.56743185516342,1,4,2484.00449340376,34.729178994985,9.033904843487,37.4059471441948,51.1010206887908,0,91.6129368342347,0,192.29752394644,1,66.3520600783177,1,1.2,-55.6520934830426,0.735618599398576,-0.026130348782939,164.090853611347,117.473441698701,0,2980.40594714419,
53.4722289495291,27.2273136583362,301.25,1.13866011371214,1.5603683676158,1,4,2488.41215071904,34.6138655603265,9.01988569234892,37.5388123409282,51.2825305203937,0,91.5551060468299,0,193.757028735728,1,66.3520600783177,1,1.2,-55.577889773896,0.731405176067486,-0.0261685437806316,164.339104724661,117.443922618986,0,2980.53881234093,
53.5663497330955,27.2441448250498,301.5,1.13412913345967,1.55334817523854,1,4,2492.79220567584,34.4931067020569,9.00423887418793,37.6710788284435,51.4632224432288,0,91.4956814281703,0,195.216533525017,1,66.3520600783177,1,1.2,-55.5042428722094,0.727228603693965,-0.0259856992468565,164.58739386016,117.414725073686,0,2980.67107882844,
53.6598623856454,27.2609464179245,301.75,1.12964674680084,1.54602822560384,1,4,2497.14396032349,34.3453760837553,8.98132628770733,37.8027210774767,51.6430615812524,0,91.4292552716472,0,196.676038314305,1,66.3520600783177,1,1.2,-55.4311444842366,0.723099538872104,-0.0257353371339752,164.835720320755,117.385846698506,0,2980.80272107748,
53.7526797918186,27.2777187307853,302,1.12520809982355,1.53721272908818,1,4,2501.46336061513,34.1987438106968,8.95845090321063,37.9336116525529,51.8218738422854,0,91.36270377251,0,198.135543103593,1,66.3520600783177,1,1.2,-55.3585865001575,0.719020724043276,-0.0254665229296629,165.084083422736,117.357285163487,0,2980.93361165255,
53.8448094494932,27.2944620820654,302.25,1.12081239547632,1.52846172478759,1,4,2505.75075547603,34.0531980377873,8.93561383767306,38.0637560711388,51.9996667638508,0,91.296027461942,0,199.595047892881,1,66.3520600783177,1,1.2,-55.2865609886909,0.714991966201022,-0.0251974964641157,165.33248249543,117.329038172262,0,2981.06375607114,
53.9362587372664,27.3111767851018,302.5,1.11645885813149,1.51977452914838,1,4,2510.00648828052,33.9087271083719,8.91281617333578,38.1931597918555,52.1764478030812,0,91.2292268734518,0,201.054552682169,1,66.3520600783177,1,1.2,-55.2150601918957,0.711012542744737,-0.0249315975851931,165.580916880877,117.301103461329,0,2981.19315979186,
54.0270349170635,27.3278631482473,302.75,1.11214673284029,1.5111504693576,1,4,2514.23089697342,33.765319550113,8.89005895867329,38.3218282154114,52.3522243379937,0,91.1623025428893,0,202.514057471457,1,66.3520600783177,1,1.2,-55.1440765201033,0.708423728941055,-0.0162467965732222,165.829385933504,117.273478799353,0,2981.32182821541,
54.1171451366739,27.3445214749791,303,1.10787528461928,1.50258888310971,1,4,2518.42431418806,33.6229640709842,8.86734320933052,38.4497666855147,52.5270036687359,0,91.0952550084609,0,203.973562260745,1,66.3520600783177,1,1.2,-55.0736025471766,0.702461454047383,-0.037480833271732,166.077889019824,117.246161986483,0,2981.44976668551,
54.2065964322167,27.3611520640046,303.25,1.10364379776669,1.49408911837985,1,4,2522.58706736105,33.481649555375,8.84466990903079,38.5769804897655,52.7007930188053,0,91.0280848107447,0,205.433067050033,1,66.3520600783177,1,1.2,-55.0032292305412,0.696176936157612,-0.0395724513096835,166.326425518133,117.219150853683,0,2981.57698048977,
54.2953957305382,27.377755209364,303.5,1.08669096317232,1.48565053320328,1,4,2526.71947884378,33.3413650603031,8.82204001045564,38.7034748605293,52.8735995362422,0,90.9607924927042,0,209.322035165684,1,66.3520600783177,1,1.2,-54.9341068751482,0.6861035644746,-0.0635350105683369,166.574995005847,117.1924450051,0,2981.70347486053,
54.3835498515441,27.3943312005303,303.75,1.06816725372654,1.47727249546089,1,4,2530.82186601104,33.1959167330716,8.79781575302489,38.8292549757911,53.0454302947965,0,90.8916823984224,0,213.644070331368,1,66.3520600783177,1,1.2,-54.8663963174789,0.674373049591808,-0.0741081865711394,166.823596531531,117.1660390532,0,2981.82925497579,
54.4710450455629,27.4108803225066,304,1.05035824488868,1.46861087830072,1,4,2534.89358900077,33.0270599855563,8.76714655066152,38.9542966895371,53.2162523081108,0,90.8156330509319,0,217.966105497052,1,66.3520600783177,1,1.2,-54.8000410560836,0.662413515026762,-0.0756777025866834,167.072229089987,117.139926909977,0,2981.95429668954,
54.5578073454313,27.4274028621283,304.25,1.03321932638275,1.4586522050579,1,4,2538.93120563764,32.8596176485569,8.73659205221492,39.0784894983027,53.3859146151676,0,90.7394018834599,0,222.288140662735,1,66.3520600783177,1,1.2,-54.7349879140249,0.650682290173399,-0.0743524314074178,167.320891723162,117.114102729934,0,2982.0784894983,
54.6438451569483,27.4438991262524,304.5,1.01671234009388,1.44877603245827,1,4,2542.93510709838,32.6935734997438,8.7061528652403,39.2018404538743,53.5544268495551,0,90.6629896837415,0,226.610175828419,1,66.3520600783177,1,1.2,-54.6711867830961,0.639841213383581,-0.0688201218242573,167.569583517103,117.08856089587,0,2982.20184045387,
54.7291667482281,27.4603694166833,304.75,1.00080198247351,1.43898142667922,1,4,2546.90567815237,32.5289115825047,8.67582956207247,39.324356527806,53.721798535254,0,90.5863972462072,0,230.932210994103,1,66.3520600783177,1,1.2,-54.60859039226,0.628045640203516,-0.0749974349322717,167.818303599169,117.063296005747,0,2982.32435652781,
54.813780252778,27.4768140302865,305,0.985455542355077,1.42926746903089,1,4,2550.84329730483,32.3656162000054,8.64562268095929,39.446044612729,53.8880390884275,0,90.5096253720025,0,235.254246159787,1,66.3520600783177,1,1.2,-54.5469981247265,0.616486794408526,-0.0736070503280997,168.067051135462,117.038302860556,0,2982.44604461273,
54.8976936724874,27.4932332590982,305.25,0.965578370118324,1.41963325562025,1,4,2554.74833693597,32.2036719094199,8.61553272715702,39.5669115236329,54.0531578191706,0,90.4326748690062,0,240.832818844862,1,66.3520600783177,1,1.2,-54.486818197059,0.603823046195968,-0.0807677770333446,168.315825395887,117.013577130284,0,2982.56691152363,
54.9809148805333,27.5096273904322,305.5,0.945606109631397,1.41007789702452,1,4,2558.62116343615,32.0430635163246,8.5855601739891,39.6869639991176,54.2171639332208,0,90.3555465518483,0,246.665637689725,1,66.3520600783177,1,1.2,-54.4280771841612,0.590879907203889,-0.0826760697542975,168.564625489976,116.989112710581,0,2982.68696399912,
55.0634516242033,27.5259967069842,305.75,0.926537782237833,1.40060051797402,1,4,2562.46213733725,31.8837760692492,8.55570546386957,39.8062087026179,54.380066533631,0,90.2782412419259,0,252.498456534587,1,66.3520600783177,1,1.2,-54.3707079073016,0.578237437221334,-0.0808779252617105,168.813450535304,116.964903379491,0,2982.80620870262,
55.1453115276395,27.5423414869326,306,0.908312308588046,1.39120025704379,1,4,2566.27161344044,31.7450367564655,8.53114006526148,39.9246522236008,54.5418746224054,0,90.2066994682439,0,258.331275379449,1,66.3520600783177,1,1.2,-54.3146477834968,0.566062855584945,-0.0780016134611507,169.062299696736,116.940943204682,0,2982.9246522236,
55.2265649020649,27.5586620040368,306.25,0.890876028644374,1.38294526091405,1,4,2570.05286378626,31.6202554950535,8.5101271555431,40.0423921567702,54.7027215256423,0,90.1390577712144,0,264.164094224312,1,66.3520600783177,1,1.2,-54.2598384157994,0.553914721278665,-0.0779478763814179,169.311172182915,116.917226523678,0,2983.04239215677,
